order,context_indices,target_idx,context_size,target_feature,context_features,repeat,fold,delta
2,"(3,)",0,1,X1,"('X4',)",0,0,0.0029558003041766368
2,"(3,)",0,1,X1,"('X4',)",0,1,-0.007754622808411882
2,"(3,)",0,1,X1,"('X4',)",0,2,-0.011871990060692172
2,"(3,)",0,1,X1,"('X4',)",0,3,0.005898039882728523
2,"(3,)",0,1,X1,"('X4',)",0,4,-0.0008639173192727667
2,"(3,)",0,1,X1,"('X4',)",1,0,0.008316870819091715
2,"(3,)",0,1,X1,"('X4',)",1,1,0.0130594919682121
2,"(3,)",0,1,X1,"('X4',)",1,2,0.016217500717585986
2,"(3,)",0,1,X1,"('X4',)",1,3,-0.0043123252675129065
2,"(3,)",0,1,X1,"('X4',)",1,4,-0.006626904983965065
2,"(3,)",0,1,X1,"('X4',)",2,0,0.011294569250651754
2,"(3,)",0,1,X1,"('X4',)",2,1,-0.012275727054087193
2,"(3,)",0,1,X1,"('X4',)",2,2,0.007706640088885719
2,"(3,)",0,1,X1,"('X4',)",2,3,-0.001847950612478444
2,"(3,)",0,1,X1,"('X4',)",2,4,0.00357931307335424
2,"(3,)",0,1,X1,"('X4',)",3,0,0.004114787216533966
2,"(3,)",0,1,X1,"('X4',)",3,1,0.005960354153015379
2,"(3,)",0,1,X1,"('X4',)",3,2,0.010453725182009932
2,"(3,)",0,1,X1,"('X4',)",3,3,-0.006513459703862412
2,"(3,)",0,1,X1,"('X4',)",3,4,-0.004130311789029895
2,"(3,)",0,1,X1,"('X4',)",4,0,-0.01563349615878884
2,"(3,)",0,1,X1,"('X4',)",4,1,0.0058871577532022545
2,"(3,)",0,1,X1,"('X4',)",4,2,0.0017112975755471105
2,"(3,)",0,1,X1,"('X4',)",4,3,0.006997721938517276
2,"(3,)",0,1,X1,"('X4',)",4,4,0.0019435149324167345
2,"(4,)",0,1,X1,"('X5',)",0,0,-0.005157257960762274
2,"(4,)",0,1,X1,"('X5',)",0,1,-0.014711527042866934
2,"(4,)",0,1,X1,"('X5',)",0,2,-0.026416545010948145
2,"(4,)",0,1,X1,"('X5',)",0,3,-0.00909773407447817
2,"(4,)",0,1,X1,"('X5',)",0,4,0.0055378700854638585
2,"(4,)",0,1,X1,"('X5',)",1,0,0.010052340338104204
2,"(4,)",0,1,X1,"('X5',)",1,1,-0.007307265461210688
2,"(4,)",0,1,X1,"('X5',)",1,2,0.004370805919544529
2,"(4,)",0,1,X1,"('X5',)",1,3,-0.007341701024648317
2,"(4,)",0,1,X1,"('X5',)",1,4,-0.0030628166105763355
2,"(4,)",0,1,X1,"('X5',)",2,0,-0.016178869751778624
2,"(4,)",0,1,X1,"('X5',)",2,1,-0.015247231590384991
2,"(4,)",0,1,X1,"('X5',)",2,2,0.0002990157033955776
2,"(4,)",0,1,X1,"('X5',)",2,3,-0.008107793210600844
2,"(4,)",0,1,X1,"('X5',)",2,4,-0.01086179220619704
2,"(4,)",0,1,X1,"('X5',)",3,0,0.008712768152702666
2,"(4,)",0,1,X1,"('X5',)",3,1,-0.015019109475440273
2,"(4,)",0,1,X1,"('X5',)",3,2,-0.00128381981448622
2,"(4,)",0,1,X1,"('X5',)",3,3,-0.004855635272159042
2,"(4,)",0,1,X1,"('X5',)",3,4,0.002639841251411479
2,"(4,)",0,1,X1,"('X5',)",4,0,-0.020698439087216747
2,"(4,)",0,1,X1,"('X5',)",4,1,-0.005567445482740685
2,"(4,)",0,1,X1,"('X5',)",4,2,0.001155870116502422
2,"(4,)",0,1,X1,"('X5',)",4,3,0.0010161906559761347
2,"(4,)",0,1,X1,"('X5',)",4,4,-0.0016798807798856785
2,"(5,)",0,1,X1,"('X6',)",0,0,0.05852375471046234
2,"(5,)",0,1,X1,"('X6',)",0,1,0.05377457802497887
2,"(5,)",0,1,X1,"('X6',)",0,2,0.03128058993627453
2,"(5,)",0,1,X1,"('X6',)",0,3,0.05104103458204112
2,"(5,)",0,1,X1,"('X6',)",0,4,0.036491906854767775
2,"(5,)",0,1,X1,"('X6',)",1,0,0.035227428317337106
2,"(5,)",0,1,X1,"('X6',)",1,1,0.03425868373522789
2,"(5,)",0,1,X1,"('X6',)",1,2,0.03481643186807015
