order,context_indices,target_idx,context_size,target_feature,ground_truth,context_features,repeat,fold,delta
2,"(3,)",4,1,a5,informative,"('a4',)",4,2,0.09873091085799762
2,"(3,)",4,1,a5,informative,"('a4',)",4,3,0.1286424613943319
2,"(3,)",4,1,a5,informative,"('a4',)",4,4,0.08576938847489879
2,"(5,)",4,1,a5,informative,"('a6',)",0,0,0.10356165160996278
2,"(5,)",4,1,a5,informative,"('a6',)",0,1,0.05160062816344563
2,"(5,)",4,1,a5,informative,"('a6',)",0,2,0.06932225185450963
2,"(5,)",4,1,a5,informative,"('a6',)",0,3,0.09126059315158719
2,"(5,)",4,1,a5,informative,"('a6',)",0,4,0.12421715964191793
2,"(5,)",4,1,a5,informative,"('a6',)",1,0,0.041766204432133136
2,"(5,)",4,1,a5,informative,"('a6',)",1,1,0.10163224070186466
2,"(5,)",4,1,a5,informative,"('a6',)",1,2,0.09289367637692425
2,"(5,)",4,1,a5,informative,"('a6',)",1,3,0.1317871631389239
2,"(5,)",4,1,a5,informative,"('a6',)",1,4,0.13548415939499564
2,"(5,)",4,1,a5,informative,"('a6',)",2,0,0.09103140523837161
2,"(5,)",4,1,a5,informative,"('a6',)",2,1,0.09414457417333089
2,"(5,)",4,1,a5,informative,"('a6',)",2,2,0.08192445060011128
2,"(5,)",4,1,a5,informative,"('a6',)",2,3,0.08265455898006291
2,"(5,)",4,1,a5,informative,"('a6',)",2,4,0.10995732942320963
2,"(5,)",4,1,a5,informative,"('a6',)",3,0,0.0749222924182052
2,"(5,)",4,1,a5,informative,"('a6',)",3,1,0.07727759009180118
2,"(5,)",4,1,a5,informative,"('a6',)",3,2,0.13666630253179513
2,"(5,)",4,1,a5,informative,"('a6',)",3,3,0.06966381975056357
2,"(5,)",4,1,a5,informative,"('a6',)",3,4,0.08529128100635924
2,"(5,)",4,1,a5,informative,"('a6',)",4,0,0.10382696530849872
2,"(5,)",4,1,a5,informative,"('a6',)",4,1,0.057031372918637246
2,"(5,)",4,1,a5,informative,"('a6',)",4,2,0.09269744282181702
2,"(5,)",4,1,a5,informative,"('a6',)",4,3,0.12970323937191663
2,"(5,)",4,1,a5,informative,"('a6',)",4,4,0.07513765562218006
2,"(0,)",5,1,a6,noise,"('a1',)",0,0,0.004701623925571385
2,"(0,)",5,1,a6,noise,"('a1',)",0,1,-0.0032928256723002702
2,"(0,)",5,1,a6,noise,"('a1',)",0,2,0.0016938782737374591
2,"(0,)",5,1,a6,noise,"('a1',)",0,3,0.012023053514683357
2,"(0,)",5,1,a6,noise,"('a1',)",0,4,-0.0018329951137625589
2,"(0,)",5,1,a6,noise,"('a1',)",1,0,0.0012055918406198574
2,"(0,)",5,1,a6,noise,"('a1',)",1,1,0.0006542078981038868
2,"(0,)",5,1,a6,noise,"('a1',)",1,2,0.0007739640515269652
2,"(0,)",5,1,a6,noise,"('a1',)",1,3,0.003685257956128729
2,"(0,)",5,1,a6,noise,"('a1',)",1,4,-0.0008709666383385217
2,"(0,)",5,1,a6,noise,"('a1',)",2,0,0.0017815887016054965
2,"(0,)",5,1,a6,noise,"('a1',)",2,1,0.001114720366012456
2,"(0,)",5,1,a6,noise,"('a1',)",2,2,-0.0055742736331058085
2,"(0,)",5,1,a6,noise,"('a1',)",2,3,-0.001791053478908844
2,"(0,)",5,1,a6,noise,"('a1',)",2,4,0.001281519557746913
2,"(0,)",5,1,a6,noise,"('a1',)",3,0,-0.006096325715527429
2,"(0,)",5,1,a6,noise,"('a1',)",3,1,0.00043547073203142883
2,"(0,)",5,1,a6,noise,"('a1',)",3,2,-0.0022000755944078243
2,"(0,)",5,1,a6,noise,"('a1',)",3,3,0.008473701279037793
2,"(0,)",5,1,a6,noise,"('a1',)",3,4,0.0011568949674296558
2,"(0,)",5,1,a6,noise,"('a1',)",4,0,-0.003772651292708651
2,"(0,)",5,1,a6,noise,"('a1',)",4,1,0.0026518656469828317
2,"(0,)",5,1,a6,noise,"('a1',)",4,2,-0.0013692309483948062
2,"(0,)",5,1,a6,noise,"('a1',)",4,3,0.0013487628490990167
2,"(0,)",5,1,a6,noise,"('a1',)",4,4,-0.001740000281249876
2,"(1,)",5,1,a6,noise,"('a2',)",0,0,0.0065811944148195245
2,"(1,)",5,1,a6,noise,"('a2',)",0,1,-0.0019588795663517677
2,"(1,)",5,1,a6,noise,"('a2',)",0,2,-0.0005607129713257608
2,"(1,)",5,1,a6,noise,"('a2',)",0,3,-0.006175973604296003
2,"(1,)",5,1,a6,noise,"('a2',)",0,4,-0.010817381936873316
2,"(1,)",5,1,a6,noise,"('a2',)",1,0,-0.001712998178004077
2,"(1,)",5,1,a6,noise,"('a2',)",1,1,0.0009940667417479565
2,"(1,)",5,1,a6,noise,"('a2',)",1,2,-0.0022224382384397057
2,"(1,)",5,1,a6,noise,"('a2',)",1,3,-0.009782735367544648
2,"(1,)",5,1,a6,noise,"('a2',)",1,4,-0.00374983918828542
2,"(1,)",5,1,a6,noise,"('a2',)",2,0,0.0014615646566239482
2,"(1,)",5,1,a6,noise,"('a2',)",2,1,-0.004063527091776042
2,"(1,)",5,1,a6,noise,"('a2',)",2,2,0.0033058440533316746
2,"(1,)",5,1,a6,noise,"('a2',)",2,3,-0.0006633416633033962
2,"(1,)",5,1,a6,noise,"('a2',)",2,4,-0.008845570752589405
2,"(1,)",5,1,a6,noise,"('a2',)",3,0,-0.00040701688050459595
2,"(1,)",5,1,a6,noise,"('a2',)",3,1,-0.0030321585510654225
2,"(1,)",5,1,a6,noise,"('a2',)",3,2,-0.012010036051578188
2,"(1,)",5,1,a6,noise,"('a2',)",3,3,-0.013414444599621655
2,"(1,)",5,1,a6,noise,"('a2',)",3,4,-0.004516553892757069
2,"(1,)",5,1,a6,noise,"('a2',)",4,0,0.0026273174009571187
2,"(1,)",5,1,a6,noise,"('a2',)",4,1,0.0013301537646972506
2,"(1,)",5,1,a6,noise,"('a2',)",4,2,0.0012164850748757061
2,"(1,)",5,1,a6,noise,"('a2',)",4,3,-0.006796661504942569
2,"(1,)",5,1,a6,noise,"('a2',)",4,4,-0.010453471831478989
2,"(2,)",5,1,a6,noise,"('a3',)",0,0,0.009390874786179504
2,"(2,)",5,1,a6,noise,"('a3',)",0,1,-0.0037862575543654575
2,"(2,)",5,1,a6,noise,"('a3',)",0,2,-0.006029518456396432
2,"(2,)",5,1,a6,noise,"('a3',)",0,3,-0.0045424069299467296
2,"(2,)",5,1,a6,noise,"('a3',)",0,4,-0.0042150461198681155
2,"(2,)",5,1,a6,noise,"('a3',)",1,0,0.0011600981648244302
2,"(2,)",5,1,a6,noise,"('a3',)",1,1,0.0006462424061987049
2,"(2,)",5,1,a6,noise,"('a3',)",1,2,-0.0033485761682912063
2,"(2,)",5,1,a6,noise,"('a3',)",1,3,-0.0009194521789432919
2,"(2,)",5,1,a6,noise,"('a3',)",1,4,-0.012654182260704305
2,"(2,)",5,1,a6,noise,"('a3',)",2,0,0.0016852241160969506
2,"(2,)",5,1,a6,noise,"('a3',)",2,1,-0.0011779180500280928
2,"(2,)",5,1,a6,noise,"('a3',)",2,2,0.002438113413351317
2,"(2,)",5,1,a6,noise,"('a3',)",2,3,0.008477266555289686
2,"(2,)",5,1,a6,noise,"('a3',)",2,4,0.00044964676971426254
2,"(2,)",5,1,a6,noise,"('a3',)",3,0,-0.00468913244851199
2,"(2,)",5,1,a6,noise,"('a3',)",3,1,-0.0012277716262086846
2,"(2,)",5,1,a6,noise,"('a3',)",3,2,-0.0030337572975215332
2,"(2,)",5,1,a6,noise,"('a3',)",3,3,-0.002847542926360136
2,"(2,)",5,1,a6,noise,"('a3',)",3,4,0.0029207592424574935
2,"(2,)",5,1,a6,noise,"('a3',)",4,0,0.0015171389473708219
2,"(2,)",5,1,a6,noise,"('a3',)",4,1,2.4414145764484196e-05
2,"(2,)",5,1,a6,noise,"('a3',)",4,2,-0.0031430346420914246
2,"(2,)",5,1,a6,noise,"('a3',)",4,3,0.0027504271044801465
2,"(2,)",5,1,a6,noise,"('a3',)",4,4,-0.004414161123531657
2,"(3,)",5,1,a6,noise,"('a4',)",0,0,-0.00012959548057078774
2,"(3,)",5,1,a6,noise,"('a4',)",0,1,-0.0006721925397656925
2,"(3,)",5,1,a6,noise,"('a4',)",0,2,-0.0021583884821135824
2,"(3,)",5,1,a6,noise,"('a4',)",0,3,-0.005660248628217235
2,"(3,)",5,1,a6,noise,"('a4',)",0,4,-0.009426746480699966
2,"(3,)",5,1,a6,noise,"('a4',)",1,0,-0.003027928370366584
2,"(3,)",5,1,a6,noise,"('a4',)",1,1,0.004447671770299255
2,"(3,)",5,1,a6,noise,"('a4',)",1,2,0.001386135075062911
2,"(3,)",5,1,a6,noise,"('a4',)",1,3,0.009592476146368933
2,"(3,)",5,1,a6,noise,"('a4',)",1,4,-0.0011067127973167779
2,"(3,)",5,1,a6,noise,"('a4',)",2,0,0.0008397053802134957
2,"(3,)",5,1,a6,noise,"('a4',)",2,1,-0.009703933497724693
2,"(3,)",5,1,a6,noise,"('a4',)",2,2,-2.9767409045478033e-06
2,"(3,)",5,1,a6,noise,"('a4',)",2,3,-0.008556450879483646
2,"(3,)",5,1,a6,noise,"('a4',)",2,4,-0.002606738114802054
2,"(3,)",5,1,a6,noise,"('a4',)",3,0,-0.0047666593493811416
2,"(3,)",5,1,a6,noise,"('a4',)",3,1,-0.0033095951326406192
2,"(3,)",5,1,a6,noise,"('a4',)",3,2,6.608897485838039e-05
2,"(3,)",5,1,a6,noise,"('a4',)",3,3,-0.0027861073899290156
2,"(3,)",5,1,a6,noise,"('a4',)",3,4,-0.00045012345781325624
2,"(3,)",5,1,a6,noise,"('a4',)",4,0,-0.003360781619118791
2,"(3,)",5,1,a6,noise,"('a4',)",4,1,0.0017292733691078865
2,"(3,)",5,1,a6,noise,"('a4',)",4,2,-0.0002174877161148503
2,"(3,)",5,1,a6,noise,"('a4',)",4,3,0.007653033766671702
2,"(3,)",5,1,a6,noise,"('a4',)",4,4,-0.004528048995326439
2,"(4,)",5,1,a6,noise,"('a5',)",0,0,0.0021306228391443915
2,"(4,)",5,1,a6,noise,"('a5',)",0,1,-0.0027464450854134403
2,"(4,)",5,1,a6,noise,"('a5',)",0,2,0.003263194562334426
2,"(4,)",5,1,a6,noise,"('a5',)",0,3,-0.003917586436580078
2,"(4,)",5,1,a6,noise,"('a5',)",0,4,0.0038378631583850797
2,"(4,)",5,1,a6,noise,"('a5',)",1,0,0.005057698004115818
2,"(4,)",5,1,a6,noise,"('a5',)",1,1,-0.0008598785256616059
2,"(4,)",5,1,a6,noise,"('a5',)",1,2,0.0001742667885302196
2,"(4,)",5,1,a6,noise,"('a5',)",1,3,0.0018856703097958616
2,"(4,)",5,1,a6,noise,"('a5',)",1,4,-0.008330771608804133
2,"(4,)",5,1,a6,noise,"('a5',)",2,0,0.0022107147814854344
2,"(4,)",5,1,a6,noise,"('a5',)",2,1,-0.010813502394872887
2,"(4,)",5,1,a6,noise,"('a5',)",2,2,-0.0006929654278388653
2,"(4,)",5,1,a6,noise,"('a5',)",2,3,-0.01811794096129654
2,"(4,)",5,1,a6,noise,"('a5',)",2,4,-0.0004075204422300249
2,"(4,)",5,1,a6,noise,"('a5',)",3,0,-0.0004931487801738133
2,"(4,)",5,1,a6,noise,"('a5',)",3,1,-0.007771638170012307
2,"(4,)",5,1,a6,noise,"('a5',)",3,2,-0.004231500247440845
2,"(4,)",5,1,a6,noise,"('a5',)",3,3,-0.0010295441845719067
2,"(4,)",5,1,a6,noise,"('a5',)",3,4,0.0010105428687903206
2,"(4,)",5,1,a6,noise,"('a5',)",4,0,0.0019421681427196913
2,"(4,)",5,1,a6,noise,"('a5',)",4,1,-0.0018246747482675851
2,"(4,)",5,1,a6,noise,"('a5',)",4,2,-0.004600648774339966
2,"(4,)",5,1,a6,noise,"('a5',)",4,3,-0.0016556946285828933
2,"(4,)",5,1,a6,noise,"('a5',)",4,4,0.008263716791784781
