order,target_feature,context_features,source_file,mean_delta,std_fold_delta,se_unit_mean,ci95_boot_low,ci95_boot_high,n_units,n_repeats,n_seeds,n_folds_total,interval_unit
2,X2,"('X8',)",exp6_mixed_dgp_ns_raw.csv,-7.011572213150782e-05,0.007438371944666405,0.0016843285356677976,-0.0026110209696976563,0.002957920821375704,5,5,0,25,repeat_mean
2,X2,"('X9',)",exp6_mixed_dgp_ns_raw.csv,0.002273662308788996,0.009709478721261459,0.0012853566317569038,9.813949705633202e-05,0.004449185120521661,5,5,0,25,repeat_mean
2,X3,"('X1',)",exp6_mixed_dgp_ns_raw.csv,0.000806551191841163,0.00688137439115524,0.0020196242800564696,-0.002880035157005597,0.0041129584883360226,5,5,0,25,repeat_mean
2,X3,"('X10',)",exp6_mixed_dgp_ns_raw.csv,-0.0025909012852889358,0.00944702936859174,0.0021317789033685245,-0.006024857287057195,0.001261620462106804,5,5,0,25,repeat_mean
2,X3,"('X11',)",exp6_mixed_dgp_ns_raw.csv,0.0038464438415835318,0.00955586270567338,0.0021138991965537583,0.00016258865972903187,0.007530299023438032,5,5,0,25,repeat_mean
2,X3,"('X12',)",exp6_mixed_dgp_ns_raw.csv,0.0028289085436434356,0.006867007000145708,0.0005469748856216813,0.001804953544738152,0.003682111319116448,5,5,0,25,repeat_mean
2,X3,"('X13',)",exp6_mixed_dgp_ns_raw.csv,-0.008885517426320577,0.008887461363557366,0.0015385916676221689,-0.011235590300391474,-0.005898272565203236,5,5,0,25,repeat_mean
2,X3,"('X14',)",exp6_mixed_dgp_ns_raw.csv,-3.2377773940884015e-05,0.007867172131887293,0.00119247616794633,-0.002023054418008892,0.0019549195199591043,5,5,0,25,repeat_mean
2,X3,"('X15',)",exp6_mixed_dgp_ns_raw.csv,-0.0025205422940793765,0.00934287457692414,0.0007008603484567229,-0.00378882545377712,-0.001387076437502932,5,5,0,25,repeat_mean
2,X3,"('X2',)",exp6_mixed_dgp_ns_raw.csv,0.09315745124262395,0.011112215587231375,0.002484552328706676,0.08904997380187016,0.09750463556451278,5,5,0,25,repeat_mean
2,X3,"('X4',)",exp6_mixed_dgp_ns_raw.csv,-0.004165431414791844,0.00588866990935073,0.001264417002367997,-0.006611332347049692,-0.002161108564677436,5,5,0,25,repeat_mean
2,X3,"('X5',)",exp6_mixed_dgp_ns_raw.csv,0.0009759113707837119,0.008052138611162992,0.0022973656609058396,-0.003657547984512337,0.004698111785532628,5,5,0,25,repeat_mean
2,X3,"('X6',)",exp6_mixed_dgp_ns_raw.csv,0.0011346595717878444,0.008930400752126524,0.001810611357524747,-0.0020835704393317,0.004257958764772776,5,5,0,25,repeat_mean
2,X3,"('X7',)",exp6_mixed_dgp_ns_raw.csv,0.001567073222070816,0.009631427413628865,0.000485417097080521,0.000727323507281428,0.0023126571872470482,5,5,0,25,repeat_mean
2,X3,"('X8',)",exp6_mixed_dgp_ns_raw.csv,0.0003239502595369518,0.00960745939120616,0.002060970473883678,-0.0031091716631854397,0.004012527044198892,5,5,0,25,repeat_mean
2,X3,"('X9',)",exp6_mixed_dgp_ns_raw.csv,-2.5106292522031303e-05,0.008679306925370379,0.0015267629025888286,-0.0026456504231143793,0.0030089387735314317,5,5,0,25,repeat_mean
